0.0000	-0.0113	
0.0667	-0.0113	
0.1333	-0.0117	
0.2000	-0.0125	
0.2667	-0.0101	
0.3333	-0.0087	
0.4000	-0.0088	
0.4667	-0.0110	
0.5333	-0.0156	
0.6000	-0.0194	
0.6667	-0.0218	
0.7333	-0.0242	
0.8000	-0.0269	
0.8667	-0.0282	
0.9333	-0.0260	
1.0000	-0.0202	
1.0667	-0.0149	
1.1333	-0.0138	
1.2000	-0.0144	
1.2667	-0.0121	
1.3333	-0.0105	
1.4000	-0.0141	
1.4667	-0.0163	
1.5333	-0.0138	
1.6000	-0.0147	
1.6667	-0.0204	
1.7333	-0.0251	
1.8000	-0.0230	
1.8667	-0.0173	
1.9333	-0.0168	
2.0000	-0.0199	
2.0667	-0.0196	
2.1333	-0.0172	
2.2000	-0.0174	
2.2667	-0.0195	
2.3333	-0.0202	
2.4000	-0.0192	
2.4667	-0.0143	
2.5333	-0.0098	
2.6000	-0.0098	
2.6667	-0.0137	
2.7333	-0.0174	
2.8000	-0.0157	
2.8667	-0.0134	
2.9333	-0.0119	
3.0000	-0.0092	
3.0667	-0.0079	
3.1333	-0.0089	
3.2000	-0.0102	
3.2667	-0.0113	
3.3333	-0.0120	
3.4000	-0.0120	
3.4667	-0.0131	
3.5333	-0.0136	
3.6000	-0.0123	
3.6667	-0.0124	
3.7333	-0.0138	
3.8000	-0.0139	
3.8667	-0.0120	
3.9333	-0.0095	
4.0000	-0.0085	
4.0667	-0.0093	
4.1333	-0.0109	
4.2000	-0.0133	
4.2667	-0.0163	
4.3333	-0.0175	
4.4000	-0.0157	
4.4667	-0.0127	
4.5333	-0.0099	
4.6000	-0.0092	
4.6667	-0.0094	
4.7333	-0.0117	
4.8000	-0.0160	
4.8667	-0.0167	
4.9333	-0.0151	
5.0000	-0.0161	
5.0667	-0.0165	
5.1333	-0.0149	
5.2000	-0.0140	
5.2667	-0.0107	
5.3333	-0.0099	
5.4000	-0.0123	
5.4667	-0.0126	
5.5333	-0.0108	
5.6000	-0.0092	
5.6667	-0.0097	
5.7333	-0.0117	
5.8000	-0.0125	
5.8667	-0.0131	
5.9333	-0.0143	
6.0000	-0.0142	
6.0667	-0.0140	
6.1333	-0.0157	
6.2000	-0.0170	
6.2667	-0.0157	
6.3333	-0.0132	
6.4000	-0.0097	
6.4667	-0.0075	
6.5333	-0.0082	
6.6000	-0.0092	
6.6667	-0.0085	
6.7333	-0.0089	
6.8000	-0.0120	
6.8667	-0.0144	
6.9333	-0.0114	
7.0000	-0.0070	
7.0667	-0.0074	
7.1333	-0.0091	
7.2000	-0.0090	
7.2667	-0.0089	
7.3333	-0.0088	
7.4000	-0.0083	
7.4667	-0.0084	
7.5333	-0.0096	
7.6000	-0.0121	
7.6667	-0.0129	
7.7333	-0.0096	
7.8000	-0.0054	
7.8667	-0.0034	
7.9333	0.0020	
8.0000	0.0049	
8.0667	-0.0016	
8.1333	-0.0075	
8.2000	-0.0078	
8.2667	-0.0084	
8.3333	-0.0097	
8.4000	-0.0085	
8.4667	-0.0036	
8.5333	0.0032	
8.6000	0.0058	
8.6667	0.0041	
8.7333	0.0031	
8.8000	0.0033	
8.8667	0.0029	
8.9333	0.0011	
9.0000	0.0000	
9.0667	0.0008	
9.1333	0.0027	
9.2000	0.0040	
9.2667	0.0010	
9.3333	-0.0055	
9.4000	-0.0098	
9.4667	-0.0100	
9.5333	-0.0075	
9.6000	-0.0049	
9.6667	-0.0031	
9.7333	-0.0034	
9.8000	-0.0068	
9.8667	-0.0087	
9.9333	-0.0058	
10.0000	-0.0015	
10.0667	-0.0008	
10.1333	-0.0028	
10.2000	-0.0036	
10.2667	-0.0022	
10.3333	-0.0011	
10.4000	-0.0005	
10.4667	0.0024	
10.5333	0.0061	
10.6000	0.0085	
10.6667	0.0093	
10.7333	0.0082	
10.8000	0.0070	
10.8667	0.0084	
10.9333	0.0101	
11.0000	0.0110	
11.0667	0.0125	
11.1333	0.0115	
11.2000	0.0091	
11.2667	0.0093	
11.3333	0.0103	
11.4000	0.0111	
11.4667	0.0133	
11.5333	0.0166	
11.6000	0.0204	
11.6667	0.0244	
11.7333	0.0277	
11.8000	0.0317	
11.8667	0.0363	
11.9333	0.0392	
12.0000	0.0386	
12.0667	0.0376	
12.1333	0.0409	
12.2000	0.0464	
12.2667	0.0503	
12.3333	0.0531	
12.4000	0.0557	
12.4667	0.0590	
12.5333	0.0641	
12.6000	0.0666	
12.6667	0.0635	
12.7333	0.0628	
12.8000	0.0662	
12.8667	0.0657	
12.9333	0.0642	
13.0000	0.0658	
13.0667	0.0680	
13.1333	0.0677	
13.2000	0.0646	
13.2667	0.0621	
13.3333	0.0623	
13.4000	0.0625	
13.4667	0.0627	
13.5333	0.0655	
13.6000	0.0683	
13.6667	0.0733	
13.7333	0.0842	
13.8000	0.0923	
13.8667	0.0960	
13.9333	0.1015	
14.0000	0.1085	
14.0667	0.1148	
14.1333	0.1208	
14.2000	0.1270	
14.2667	0.1326	
14.3333	0.1367	
14.4000	0.1385	
14.4667	0.1381	
14.5333	0.1338	
14.6000	0.1227	
14.6667	0.1054	
14.7333	0.0832	
14.8000	0.0567	
14.8667	0.0304	
14.9333	0.0079	
15.0000	-0.0136	
15.0667	-0.0365	
15.1333	-0.0565	
15.2000	-0.0705	
15.2667	-0.0815	
15.3333	-0.0923	
15.4000	-0.1008	
15.4667	-0.1022	
15.5333	-0.0980	
15.6000	-0.0945	
15.6667	-0.0910	
15.7333	-0.0860	
15.8000	-0.0828	
15.8667	-0.0798	
15.9333	-0.0762	
16.0000	-0.0744	
16.0667	-0.0732	
16.1333	-0.0715	
16.2000	-0.0684	
16.2667	-0.0630	
16.3333	-0.0584	
16.4000	-0.0569	
16.4667	-0.0567	
16.5333	-0.0546	
16.6000	-0.0523	
16.6667	-0.0523	
16.7333	-0.0511	
16.8000	-0.0509	
16.8667	-0.0547	
16.9333	-0.0587	
17.0000	-0.0588	
17.0667	-0.0568	
17.1333	-0.0565	
17.2000	-0.0576	
17.2667	-0.0562	
17.3333	-0.0541	
17.4000	-0.0558	
17.4667	-0.0603	
17.5333	-0.0623	
17.6000	-0.0589	
17.6667	-0.0510	
17.7333	-0.0446	
17.8000	-0.0426	
17.8667	-0.0424	
17.9333	-0.0401	
18.0000	-0.0352	
18.0667	-0.0322	
18.1333	-0.0321	
18.2000	-0.0318	
18.2667	-0.0300	
18.3333	-0.0288	
18.4000	-0.0276	
18.4667	-0.0227	
18.5333	-0.0184	
18.6000	-0.0175	
18.6667	-0.0155	
18.7333	-0.0120	
18.8000	-0.0080	
18.8667	-0.0068	
18.9333	-0.0098	
19.0000	-0.0097	
19.0667	-0.0042	
19.1333	-0.0002	
19.2000	-0.0010	
19.2667	-0.0042	
19.3333	-0.0067	
19.4000	-0.0081	
19.4667	-0.0090	
19.5333	-0.0095	
19.6000	-0.0083	
19.6667	-0.0064	
19.7333	-0.0068	
19.8000	-0.0083	
19.8667	-0.0089	
19.9333	-0.0091	
20.0000	-0.0093	
